Numéro d'image,Gabor,DCT,Fourier,PHOG,Étiquette
2643,0.13645043627277575,2.4354105823452974,0.020607937670754133,0.16244098672095314,1
1630,0.1064875628515354,1.488881854117142,0.02110768805922538,0.12779780167177332,1
2916,0.09371466448269822,1.4345270939005288,0.0286675836373227,0.1758200372677279,1
878,0.12591735471866206,0.9541459919255276,0.02186973842041183,0.10219565169240685,0
3904,0.09226346224620535,1.3372509064079758,0.032154947761738564,0.16266641066504256,1
2553,0.09305401754317905,1.275539871435568,0.01193417947451592,0.14246234605880775,1
180,0.1444074564757986,1.8145381994939984,0.028462482122685966,0.018185599410651558,0
1489,0.14187398765877976,0.985877206643759,0.02460241018928925,0.06470762143402085,1
285,0.13049800505111092,1.415084818013888,0.01820266677737169,0.011109358671059569,0
1834,0.11273952267847706,1.8355840624338327,0.03036259995525751,0.12356402335855601,1
2156,0.10975727983117961,1.950184640518033,0.028402478488795298,0.13232612745812364,1
4111,0.09057256722244081,1.517443290276235,0.023712354121946104,0.15083798079835864,1
3855,0.1291505793383843,1.011884336780522,0.029648360580814347,0.0782256546672608,1
4757,0.1389096094378276,1.1044956902160252,0.02859139846188809,0.11788266695992985,1
734,0.12517526825085173,1.1576252863687453,0.038181776763992634,0.1094962617715501,0
1863,0.13938751673034283,1.8703973638068536,0.020728095703746747,0.10290108230919777,1
675,0.12236817376826511,0.8738165102527479,0.020800432939216622,0.09183429749179409,0
3385,0.11552419390647164,1.8666874081582367,0.020638190103311145,0.09235471037508536,1
3091,0.12178425145311927,1.0303253069691742,0.031163559761062377,0.09420690317568556,1
4584,0.1400072543888068,1.2801938659153005,0.023571726149287178,0.045836585034672576,1
4177,0.1615305250337284,2.023142649158632,0.017347925054230422,0.08487779523347225,1
3394,0.11804807370658885,1.1777653357489883,0.027766721139268036,0.12240184450158971,1
4076,0.12868217151641181,2.1015897594898436,0.01902312814058028,0.17251668167170203,1
985,0.12948477178639456,1.4889377695445787,0.022719768010105067,0.12196332177155467,0
5088,0.1221039988233594,1.0412521927367338,0.018525370611090893,0.10729797968988745,1
109,0.11617675787541323,0.8486054027053329,0.029528274905749736,0.10329375267533654,0
1109,0.14162699381889318,1.697838418786559,0.021253610882041668,0.11862463208948867,0
4185,0.0938460008057168,1.3218527982993442,0.029492305166887795,0.16409846072805886,1
1712,0.09062626432933514,1.4521286601179841,0.03179505491694333,0.12278599845263165,1
803,0.12933089110984064,1.3128686671223802,0.03983589516558243,0.09665818963805498,0
4237,0.12695339735132727,1.2771513183701286,0.031227905805289995,0.16489236546134972,1
3004,0.14383486618286936,2.509416636085108,0.02352689160482628,0.14705403717540036,1
3463,0.13228451450444917,1.5237963594044246,0.028342506665962646,0.1442747334058153,1
4784,0.07809530412747284,1.4468195568367181,0.030959667340414415,0.16511372670597063,1
1513,0.10946636506455157,1.7627784739450445,0.04148088924500971,0.17695574596445493,1
1429,0.14423775151795148,2.123709869638068,0.014394727559732989,0.15838060148275113,1
4576,0.14971601434999596,1.4416662333008903,0.021761662831790287,0.11266250277238392,1
5137,0.13212834527575865,1.324882190753978,0.03427574118530346,0.09114811768172053,1
2717,0.11905012536866391,1.020727112255073,0.02585913427579912,0.12504917916458205,1
685,0.09150397491458606,0.8665812271373271,0.02617485440103044,0.12973707427434494,0
4496,0.11251102203431601,1.5173265589937144,0.05190276373833101,0.14011855611728935,1
3138,0.1131664424943185,1.6879261165332846,0.023470193498066956,0.11621341086180906,1
3635,0.1025871659825198,1.4867984662519933,0.014580757604155387,0.12628801185833302,1
4457,0.12404375448477148,1.628030122515235,0.020461871355660237,0.17304787174435504,1
2476,0.16496620591542302,2.116029011708594,0.01789187630325945,0.11072559068795698,1
4170,0.10027901149100915,1.9094519159262693,0.01341317242781192,0.11687095954580398,1
2630,0.0926807605399364,0.9559929330614727,0.017044349843735575,0.1721676116278122,1
701,0.1409840447364697,1.1016949210583835,0.028360282697433105,0.09084532256445768,0
1296,0.11605829995462424,0.8911331298385182,0.028250111381883547,0.09637791699833612,0
1822,0.07360986563200857,1.098667214467504,0.017491039453542884,0.1678965021554622,1
4686,0.13123505191934617,1.9843096708687509,0.019039225140927405,0.14753454409067115,1
4963,0.13704097347494062,1.1850627235622553,0.013649222081625587,0.07516508940833326,1
1996,0.13721978149052955,1.6458924657967375,0.022547943692474044,0.15597772836831125,1
2820,0.10396628111934739,0.852295488530044,0.020607210434741674,0.15078327385193596,1
3560,0.12384034340306378,0.925895765048683,0.02233967806882695,0.08187231029669936,1
2992,0.13160108039758903,1.5414026728317016,0.038844141941285014,0.13479223363670398,1
2957,0.1345543841975489,1.4123077616025226,0.016276240104329834,0.14679010943288706,1
5059,0.12837470525777211,1.517043581170743,0.02616089925162172,0.16374926385694674,1
3572,0.10387409474690934,1.151108250245426,0.02231021491739577,0.1480305400711615,1
3261,0.10105427218431426,1.3762244733827946,0.026434932581327,0.14504772292006823,1
1149,0.12682498961665134,1.7326191083119589,0.025485259919930964,0.17656071317713107,0
714,0.11659771754881765,1.0167288691030525,0.02728984517801688,0.12142590670886058,0
3712,0.10123597170524318,1.0153776164188988,0.0389505578622362,0.14313608795783542,1
4563,0.12591823859554546,1.1050874475704158,0.020363232458598335,0.10212258583447134,1
1224,0.13042831615730227,0.9568118210229803,0.029818459620719884,0.11552770480750332,0
1757,0.1326449219242366,0.9397022623781043,0.01906640231305159,0.12955043857136644,1
797,0.1029359512943675,0.9822978697043018,0.03445430479420838,0.11505029472411524,0
1436,0.13468848994638208,1.9618854385375013,0.02827586961863122,0.07739876646781002,1
844,0.12188420835283903,1.0498648899821468,0.02480808705661449,0.10982306699439688,0
4488,0.15269800512524873,3.225466563659572,0.017561431385204093,0.1406987311313148,1
4745,0.1510009190030257,1.8002101829864006,0.02938555606710122,0.1531474059106702,1
2842,0.11157366347076707,1.1599501362646605,0.016781822537533974,0.14105947967143745,1
4551,0.1445569476740546,1.6859767459341775,0.03813613284762403,0.12133064787923283,1
1873,0.1138797871743239,1.1558877695510943,0.04106022632708741,0.15687046637851265,1
3564,0.11495038713787781,0.9264169780553877,0.0227866486919283,0.09311237397114881,1
1892,0.0828347556104119,1.006863826112974,0.02553671051310079,0.16026461520733798,1
552,0.11475561041485605,0.7985727735022724,0.02468785496596507,0.09897426179509934,0
3355,0.14386220733782898,4.699240997367672,0.022584650008141548,0.13455555606825703,1
2517,0.10145789957228749,1.58154168776231,0.016893415446364798,0.1607000872271225,1
5026,0.09489239005395017,1.4716529548237631,0.03630677653043105,0.09660274745214087,1
2881,0.14771158369205856,2.1520052948446695,0.029732270883052907,0.14190288948761315,1
2418,0.1394659735092543,2.0174260909700514,0.014099556609219846,0.15467820365663482,1
768,0.1287789205252608,1.484968547255359,0.031057441137923587,0.08245589547700798,0
925,0.11149738083122085,0.714391593263972,0.03196733678188849,0.08047927926566491,0
3428,0.07509481802295034,1.12247026644733,0.025995584155036482,0.14629763388756162,1
3368,0.1502652141733242,2.2594019835686185,0.01810444894102377,0.046186889023502084,1
5199,0.11230734981424607,1.5631010509422683,0.024836115868589168,0.1564626559843867,1
98,0.1205259006580217,1.0187134434546397,0.035899113441548135,0.09169244185619421,0
140,0.13319126879336501,1.2309013316535766,0.026864858963296417,0.13550233050691068,0
608,0.11895819213092132,0.8001953860949513,0.03056041243772553,0.10039210352288912,0
2161,0.13399516590937954,1.3446961629616878,0.0223712659058962,0.10319130027748964,1
3492,0.11489893948375965,1.559537630723042,0.021313119169022045,0.16930544117121987,1
2578,0.11587034846527744,1.2971066197295635,0.012765627602937271,0.08794756874864726,1
2268,0.1164123411216044,1.3245320647599619,0.036045063963727364,0.07903859584625485,1
3999,0.13683238548386542,1.0317758900436014,0.01797841949994116,0.13099831770359427,1
2370,0.13298277071062192,1.3360910733700373,0.033439736201633465,0.09325882053797557,1
1129,0.12555345149863348,1.3308013090063204,0.025835656047578405,0.12919041396900882,0
2663,0.12431218516942535,1.0615861812278107,0.02125836640713371,0.10780229555823231,1
2883,0.1451133043274162,2.3239238964884823,0.015017829924403914,0.15069351647929563,1
1880,0.10958914501774289,2.9891380158924936,0.026574313124939814,0.14685142192328954,1
634,0.12109307929484628,1.1671113342417663,0.023148300788928135,0.13762856123383696,0
848,0.11978710705220919,0.9929465639049969,0.02384626347815632,0.09547129429600575,0
364,0.11029448743009826,0.863188803267214,0.027925533329047257,0.08897391478405223,0
2077,0.11056809005717338,2.04920256237003,0.03407462109094699,0.13968172630156672,1
2967,0.09516128297775572,0.8483240111066873,0.02969475818343959,0.11435484397863534,1
5119,0.13481979800868937,1.7530187262030537,0.02685780983788429,0.13804364851097764,1
3410,0.11066181151513325,1.848701932492777,0.03716038856346987,0.09851604842348671,1
2673,0.14351877196905424,1.429795034946833,0.019159463344307865,0.1492595366560004,1
2505,0.07475070225868487,1.3961731653738807,0.021496251738560474,0.1767792308936034,1
641,0.13178939700441464,1.2556825756077077,0.027123133602223137,0.13272617268315018,0
4678,0.1126646594800159,1.9143414997813533,0.023064492688885403,0.1579330270533316,1
2475,0.08314070723648614,1.136202642862839,0.019961576552589434,0.1937900769982708,1
3311,0.11104344817646324,1.1825738395706034,0.02942005172919005,0.1312848340505513,1
3059,0.1234916797720034,1.9230645644802782,0.026336585859616735,0.12396611770962303,1
3195,0.1643837482849252,1.2937760130864608,0.028903789346539803,0.07886196315061864,1
4045,0.15289970099051675,3.2267679210126596,0.032841005050425434,0.1609767514856705,1
740,0.10724419260928192,0.665411490751744,0.020744740952787104,0.08593364929018582,0
877,0.12156486072871561,0.8971543582108138,0.04858841379397942,0.09760636086130078,0
3599,0.11522186442896669,1.807719410461111,0.025479943698962438,0.15088811506927463,1
1060,0.11361071147359239,0.8914999793648889,0.03139298418155844,0.05748436184452943,0
467,0.1221131066107165,0.9074873686189806,0.03367838582753506,0.10127953187206892,0
4651,0.15046078736817584,1.576652726927817,0.03403433655103152,0.1308019984774714,1
3464,0.11961772463746104,0.9623402464007957,0.04023628749831802,0.14278176362821546,1
4150,0.08689378086852416,0.7574035545459082,0.0281066004923265,0.05373942353850517,1
1587,0.13313985691033972,1.2672552672183541,0.032912804714187845,0.09035829902207197,1
927,0.13241321908927356,0.9537939661642877,0.036603050076272,0.12652882468139234,0
3159,0.09231276647654778,1.0360011603897041,0.014820774646227775,0.12191600893655792,1
1015,0.12119322053138425,1.5108853238272575,0.03359082215615787,0.14320713996603515,0
2625,0.08333732993445261,1.019602617435162,0.022106463811040346,0.15870699224471402,1
1253,0.11829024702489413,0.9520520403310702,0.025203243261467573,0.09772867131977687,0
1226,0.1165974244812184,0.8528594343719172,0.030746743894090156,0.10280209364537236,0
1697,0.12901820424234353,1.0602408000978858,0.024156423111115044,0.09620629225463294,1
2402,0.10429193680072985,1.4903801531469005,0.04612030755418897,0.16186505618828825,1
958,0.13006804048841644,0.9090497488678038,0.03082764797231304,0.10717351250405667,0
3197,0.10504743944834066,1.7133521654661585,0.03930823325355688,0.14098284228203084,1
5188,0.12083893052436409,1.3098392565995378,0.0278892743654383,0.13547910034188843,1
1041,0.10653376138900478,0.721437118290489,0.03277690105635111,0.08471458824423464,0
531,0.12809671503003084,1.0021368820033638,0.026666023565692882,0.08089136507257272,0
2400,0.13424731979632742,1.3608321019992267,0.028499407162634872,0.10405430750527973,1
578,0.12651940826610786,0.8296494876475873,0.026822269391196297,0.0850901254429389,0
3258,0.13465209855532956,1.4428016583901064,0.022641519866180404,0.16648267574685555,1
39,0.11361700531425564,0.8648393341010483,0.03205355086454102,0.09001144822113258,0
4666,0.1209445686010873,1.518333301182444,0.016891885260316236,0.16079218250967414,1
3474,0.07369717023862946,1.0636587084256561,0.010076327676814604,0.17405669803583534,1
2429,0.11732782477145415,1.3179909638537386,0.023322318978674882,0.17954965238852547,1
2526,0.13965736083436814,2.570930111987921,0.018506042957743933,0.1682645271129412,1
3534,0.14242095170738994,1.0022389428978467,0.01885791931060072,0.08941792469024723,1
4139,0.13222065325204602,2.142430751594884,0.006563145214902111,0.09552076694398706,1
1764,0.11250057405475569,1.5512895718543764,0.024548152017875604,0.15360218609931597,1
5010,0.10831805530996161,0.9089667097056473,0.0256969537693221,0.08836953135487048,1
242,0.10228569401211558,1.2425648196195278,0.018412538448033863,0.11356752113638739,0
4157,0.12371832235656569,2.483816976073574,0.025858543560782044,0.15513914197184078,1
3930,0.12911754795722813,1.0621554490937108,0.024029798290287376,0.07647318281242302,1
5062,0.11762365703722796,0.9676651781993156,0.01980877756572204,0.06725095894922098,1
2931,0.11902210521558403,1.0069901359660685,0.026144908898471143,0.1038315955114338,1
2259,0.1398024707692878,1.044371805518638,0.03287209476149934,0.13451851424334527,1
4079,0.09040980162847055,1.1026125907109374,0.02887200695109159,0.16945758673170921,1
2211,0.07186341441450861,0.6708023079651262,0.023827175589406547,0.12973638743153926,1
654,0.1485501817992686,2.1573759636785637,0.03193992054792004,0.016782383893769535,0
3093,0.11952811973804552,0.8667512639802928,0.028365405674652733,0.08030832438656058,1
1589,0.11308306235807855,1.096369751555801,0.032481222784014545,0.09890358183173338,1
966,0.12514211383742313,1.0369284728919834,0.03583831880591765,0.1268784601678447,0
3244,0.1324988791935194,1.0704387569435856,0.02373788288225389,0.13996003945065733,1
1655,0.1287910116233369,0.8626000834337424,0.02757496865327505,0.08304606398366818,1
830,0.14195335311130197,1.1163411888745605,0.019199637561044276,0.13172113270429553,0
3688,0.14186345369220493,1.662434165618708,0.023431653705857685,0.14483675561588943,1
3701,0.13829791518212442,1.530571025351676,0.029672544198835603,0.14669319506851825,1
1050,0.12120566008887947,1.1445242957462785,0.042885668170168804,0.10338955991291279,0
216,0.12238816321089943,0.970697499456058,0.029663715138654644,0.11371006569944526,0
2371,0.12416713029722223,1.1218270313126855,0.02368740218927745,0.08722105344846508,1
745,0.12296602938504311,1.2816130386974556,0.030415845598785428,0.13575746407611336,0
477,0.12217621153578515,1.208363540863863,0.02459567828358231,0.13578441155435322,0
4541,0.1091566483631102,2.6885919542958416,0.02472007124915355,0.1511402687691208,1
1689,0.11737624813858699,1.2717966229644178,0.027247928433651196,0.1304909193104256,1
2462,0.08694112741366931,1.3705091153778783,0.023572475757941528,0.18972448048579424,1
1136,0.1050003398490377,0.7688070628841585,0.02275938225044675,0.07658813579351909,0
3973,0.1331854577801632,2.128037738990372,0.025557205517161195,0.1526875834354825,1
1027,0.1094837701638442,0.8731964411405675,0.03393118045992698,0.06924010366281994,0
99,0.15805411983311587,1.686599969808071,0.02112880740236745,0.09450988962965844,0
3730,0.11212760342427847,1.4540729715587257,0.012030673082533166,0.12224067068438907,1
4926,0.1192524089949861,1.54995473413837,0.02807943795346593,0.13277595912508688,1
2920,0.15114337183672216,2.4711498362577156,0.019103738698091434,0.09561932551968925,1
4682,0.12324805807406894,1.092982460821693,0.04031747963462297,0.09895431197433066,1
4397,0.11586796028518082,0.8495580212307605,0.02938924048099733,0.13006118372805497,1
3140,0.1266092097506557,0.9746555947107035,0.026196363055674292,0.14475898439403234,1
2221,0.11895795599939837,1.3920127007612153,0.03264766117669026,0.13703411180156627,1
3071,0.12251271290120261,1.2157891296995027,0.02927763821350262,0.15527492892021164,1
1095,0.1358091773304625,1.4030032034577986,0.034594052483413976,0.1166169625021651,0
4840,0.1291572937749887,1.0281958559150246,0.033240372815303655,0.13594925043418718,1
3081,0.1502274160040518,3.1700908413664672,0.021895533170575937,0.1667753938793775,1
3539,0.07564823481496141,1.2161366190348364,0.025252100390640474,0.13501844777110159,1
3204,0.10728089943400099,1.4448219585775004,0.017810884850148912,0.1644923124871641,1
2592,0.10335736159992562,1.6948909889680224,0.022572405121802745,0.15875125228261716,1
2490,0.12916692551119935,3.809578203674726,0.018207385007965284,0.1457530479518917,1
3025,0.11279516540562023,1.2256143784072198,0.026971888255437743,0.12880072551421984,1
825,0.12160897962111245,1.2275998888111945,0.04996361633693593,0.08091822010034512,0
536,0.11685012357344401,1.0596362879830132,0.038243857027109515,0.11733142836339125,0
1478,0.15268383875535557,2.472724085552128,0.012196696559141197,0.1565859165245884,1
2666,0.14893226338939264,2.2545754384822976,0.02424021790507364,0.1241589064422155,1
2657,0.11569199750396672,4.243896068167635,0.03562371977601669,0.16628317559336522,1
3584,0.07567217011053072,0.8796964870269413,0.014018230250489584,0.150609145313772,1
125,0.1155306814170112,0.9175565192635773,0.01874752785395769,0.11600644653316752,0
2982,0.14694794629435487,3.4285430882966557,0.02075613511760957,0.12549532894742044,1
1067,0.11506155652375924,0.9423342203235556,0.03624873979679697,0.07922067244006217,0
410,0.1236624900635655,0.9313507367444714,0.030298529794172257,0.08693203447135801,0
4565,0.13926403631964845,2.6357421213355225,0.02725520005766472,0.1425310333006287,1
4717,0.1282308078730554,1.6345084541465493,0.01680301948982321,0.17082112767913102,1
44,0.11356012818089421,1.3129191484866625,0.018453267376973014,0.12174245481799853,0
1379,0.11998806699701234,0.9932580249729334,0.027510737697985982,0.13707968485214458,1
2776,0.14497151379425752,1.1226760623855456,0.03574943651387742,0.0867299265770084,1
1669,0.12785918138068178,1.159293772576905,0.0287282867359999,0.15107440684363546,1
2540,0.11569837887027948,1.003634090907759,0.020066146461749843,0.09866599715770026,1
4463,0.1187665992441277,1.4758031976980348,0.019351991784729045,0.11860199475669846,1
782,0.13918742648898694,1.355917474738541,0.019698429963480903,0.12020968943126062,0
4547,0.13341714620696357,1.9730877526097323,0.023321934757844654,0.13257211357386833,1
2738,0.14292336532554123,1.292894495980431,0.019435409807036765,0.13745949348648417,1
1640,0.14215443240996978,1.5037966720566902,0.017249106203099326,0.1909979533212014,1
3724,0.13134287381515436,1.8661279682478433,0.018274131090216326,0.16575961962024188,1
484,0.12545446000539784,1.1205253210507347,0.02129992205223204,0.11770401298135932,0
5056,0.1037786820465013,1.7394680629598116,0.01667243740027438,0.14281671311089733,1
2855,0.1513338767708999,2.442868551178676,0.012985997065933758,0.11910171448044618,1
137,0.12185963487538903,1.1462146045277033,0.029100884444540863,0.11174788349964264,0
4568,0.14097107470462553,1.677659629042663,0.022174835908028136,0.139416662646611,1
1410,0.10595252437491812,1.3721931030140437,0.019151255233809675,0.13361456471932515,1
3620,0.12813887849360833,2.08081136049411,0.02753769663101845,0.12761914117169465,1
5179,0.11388955268054901,1.611953472347592,0.01613356689206053,0.15790505096922197,1
1883,0.14144427612708743,1.3715426410417937,0.027005697322559363,0.11738087199575147,1
3902,0.12529979236015443,1.9729856355962745,0.01697030394090076,0.1496737722907177,1
1275,0.10787685077240586,0.8014953412461487,0.022908338832196225,0.12256583477835473,0
2009,0.09835361805128111,1.2636636706817521,0.018438940337945478,0.13431190705778817,1
2723,0.11426057560250429,0.8570926315698175,0.03469496768314229,0.1158007946220542,1
4002,0.09154071488472292,1.0864686886179729,0.025502543612909732,0.1518742113438366,1
2880,0.11048921615385823,0.9366445364672276,0.02119397709416459,0.15163950459014292,1
1916,0.12738325074222784,2.187301453988136,0.02571016917646753,0.1417044367792338,1
2043,0.1273618113782595,0.8761195281501726,0.035548648041386646,0.14151011012835796,1
1550,0.16185360297662074,2.3322724655334586,0.017695089524014492,0.09216948683201677,1
3223,0.14505002559762406,2.47575762460216,0.014014587186339068,0.13529050948355742,1
1029,0.12174770863679535,0.9379066784032029,0.025338197655603256,0.136258006814572,0
3601,0.1235301283979992,1.2921024413848605,0.021849078846307726,0.1598696028761281,1
2852,0.10513303646857938,1.319162639330404,0.016107870850194477,0.15937387831156288,1
3669,0.13052607170691438,2.107557520313796,0.025013876089061183,0.1751744240546088,1
3932,0.12153376266428119,0.9291483542690278,0.021824980129129486,0.1368597106283394,1
4675,0.11289880752751555,0.6346206081147374,0.016895401405812645,0.09733710227976108,1
5072,0.1276616055958269,1.6597597601798966,0.01951508586676469,0.14993282202166883,1
630,0.11431174141283279,0.9650209479355846,0.025927050809980735,0.09766615271755434,0
1376,0.12899379996268515,1.0824170925317973,0.01990922050374772,0.13682607976869537,1
4475,0.09870671748954468,0.801546882747777,0.03602147889142347,0.14551890163538492,1
839,0.13602032460445984,1.0714455983163016,0.019163739956287833,0.087586099498723,0
3982,0.15119567067985912,1.432627124268517,0.028966582897877107,0.08176880219648261,1
1096,0.11142664681992603,0.8361470231876431,0.028314401896548096,0.07136174225495681,0
287,0.12302038174263588,1.1425395036712012,0.030646731829146408,0.11194598304933467,0
1497,0.1409127368983663,1.9280876704710241,0.026453276345257775,0.15079279717223149,1
4876,0.1375448776017193,2.2183494102294827,0.018707243090250944,0.1663596403872188,1
3548,0.11104508682478431,1.5181588134385975,0.0310709536888772,0.17646159099935835,1
102,0.11503577994081038,1.012248908865825,0.021298973238652864,0.10681827197668117,0
4585,0.1450733536367647,1.6136082744877445,0.019238735730578906,0.10127439173354882,1
3805,0.10213036385852066,1.4862535791424398,0.022091844706212015,0.15835924151537584,1
2521,0.11088035334083654,1.1939521210788526,0.030006385174485208,0.15217445809964905,1
4519,0.14422108163696304,1.5688031310361903,0.01763810630130891,0.12670785423658656,1
3293,0.09779754404158333,1.2072199882983097,0.026840086275011645,0.15999908185944253,1
1250,0.11203144222934083,1.1453726889125246,0.03838852255978656,0.13525468541211233,0
4239,0.10804317342110131,1.042329923104613,0.03613619232235261,0.09633482169126727,1
818,0.13178028261242444,1.6914129773132491,0.02879214389277543,0.14482889569794072,0
3389,0.1582873443542552,2.5005219510773005,0.012278477918055624,0.16143466716740315,1
3504,0.12276179152290234,1.19432650588345,0.020611381171172467,0.13403262550168651,1
164,0.12276622781376106,1.698681437339045,0.024373484243576205,0.013433504942777518,0
2078,0.13487662418694732,2.116505183351823,0.018405605985286937,0.16278429463263486,1
3401,0.10029917515858006,1.6778576277038293,0.022515819345800624,0.13491958683245314,1
1473,0.11630839568374902,1.2455007554635231,0.020015184758349226,0.11720380988095676,1
1986,0.14168245000376267,1.9597527412723565,0.027193890430516586,0.1401761448390933,1
3540,0.11408559618532804,1.1950517604416346,0.02365997130001947,0.13114645075875064,1
4802,0.13413819161465773,1.6636468371933226,0.03238199542011999,0.16660828988933207,1
3255,0.12482992534990953,0.780317807838513,0.02625281069285012,0.09590734689622624,1
3830,0.14935070674328185,1.4829010239013396,0.020968858480663936,0.12123070018774947,1
890,0.09496482200113562,0.9622412917029122,0.024565590114273374,0.12394639359503759,0
5110,0.13646068152487473,1.3886710570186311,0.023483264216074693,0.1034931704736242,1
749,0.12108168971209923,1.0016061498654607,0.032244821103340336,0.10434890794396359,0
2747,0.11055057590471196,0.9694713650420027,0.030361686677175793,0.1366082537957719,1
5089,0.12991724255217943,0.995999096143677,0.027680056966001416,0.091062988989867,1
1130,0.11489892169909992,0.9432850329197378,0.02133102350365129,0.07953612783202553,0
1212,0.15264732771217548,1.9526437309811822,0.019396628912033316,0.02477561509559627,0
4146,0.14083675595384126,1.1148922638179701,0.0203245309293566,0.06305528931775603,1
4110,0.11011986099224946,0.902901743425151,0.018799206682881528,0.07462511989992172,1
2420,0.11408781552369784,1.1501399756257709,0.04215911934197418,0.13302553979265289,1
3358,0.08373999460482891,1.3679346413201983,0.02268906226578137,0.15632644828144482,1
3369,0.1403997146638598,1.9271081656050135,0.025382968146895828,0.1294505257096437,1
3028,0.10673113972105519,1.1225311925200936,0.031631757815160026,0.1750157245638694,1
2867,0.11100650935075054,0.9938212395600798,0.020891205506900646,0.13245721690825307,1
632,0.10425696896727114,0.6936093208709988,0.029019578123251965,0.09284032552421817,0
5005,0.13452588558804796,2.5580623560123135,0.01212097284963246,0.09183495622677669,1
3753,0.13749203560630724,2.446124615419465,0.028569303497142307,0.1721588541181065,1
4484,0.1258981382529334,1.5595798705093036,0.02100015262292453,0.1549736381590434,1
178,0.1380340199623578,1.4755527653553153,0.022368678835817925,0.06287646154610019,0
3361,0.09887030488900192,3.386570736267538,0.024886701007729894,0.1295272449362745,1
855,0.09882764773006916,1.0882981938899736,0.025647261987308146,0.08503910106020886,0
4898,0.11248853374718946,1.323010919267405,0.018059963907456,0.12943176783901428,1
2566,0.14092305677426908,0.9449218775219433,0.01918240416141078,0.06757144986555136,1
1007,0.10889378012392993,0.7871382727355176,0.024096818052769035,0.10311150313339106,0
91,0.11881813201076251,1.001583521599987,0.026261824831048896,0.09425945347182249,0
5049,0.1469890822724255,1.1433200182223102,0.02690529530535026,0.04634720546505582,1
4509,0.14763423103182172,1.1399357909672532,0.013271903141829428,0.10015844130093199,1
2002,0.09962715301293316,1.2359789531678855,0.02526348909611519,0.1248538166537482,1
939,0.14053307029775777,1.6377510623497993,0.02750495017534695,0.10197116337345116,0
3196,0.10390956837678895,0.6526525584747558,0.026706904092722566,0.1372981356458524,1
2904,0.09934629212002685,1.0547518691747582,0.017951487612159603,0.15897370098993138,1
1039,0.15356816289967892,2.11921726128303,0.014416025832725101,0.08588196430565206,0
2327,0.10002411619503943,1.65856543096356,0.01939718929308997,0.16403017425536387,1
1561,0.12107358892437861,1.0981586313140579,0.019583423467620396,0.10025320517133829,1
3037,0.09567148010913218,1.1017043000734863,0.023078908946254924,0.10764852983279198,1
