Numéro d'image,Caractéristique,Étiquette
1285,0.25998024933563874,0
1286,0.3018104129831061,0
1287,0.3590708993787931,0
1288,0.257008764937605,0
1289,0.33251219449596664,0
129,0.3829049725743001,0
1290,0.2698118492575775,0
1291,0.48948186274026606,0
1292,0.47347847620169253,0
1293,0.3139330045894747,0
1294,0.4358939447278838,0
1295,0.25475750739290215,0
1296,0.36739704711218635,0
1297,0.37766868404444,0
1298,0.2759407923986244,0
1299,0.29928333262546236,0
13,0.2877167296690634,0
130,0.39495678420613006,0
1300,0.3221057622353761,0
1301,0.36412576295658994,0
1302,0.442948697972856,0
1303,0.22199977662571757,0
1304,0.3472816012519931,0
1305,0.3627613451610699,0
1306,0.3180707502271027,0
1307,0.2532034468692847,0
1308,0.2677889424373848,0
1309,0.2639298397436627,0
131,0.3533076011893363,0
1310,0.2834454379896571,0
1311,0.3328710009943387,0
1312,0.44291258694734564,0
1313,0.4019816440946905,0
1314,0.34468002166259315,0
1315,0.26721556547951353,0
1316,0.28351327984470925,0
1317,0.28791813086662066,0
1318,0.34444575140082184,0
1319,0.3212814281311764,0
132,0.2707082383669998,0
1320,0.26692787639068005,0
1321,0.2739684877264555,0
1322,0.3409872772234254,0
1323,0.3984241873762111,0
1324,0.27700496593339174,0
1325,0.3075803958787085,0
1326,0.3497157880205837,0
1327,0.32057901438502656,0
1328,0.4832585440040528,0
1329,0.3188268303854299,0
133,0.26895820158905737,0
1330,0.382689582644879,0
1331,0.35795725779594356,0
1332,0.31908037497014413,0
1333,0.3922416474035211,0
1334,0.39228872971971923,0
1335,0.3268808323791063,0
1336,0.2950499724076444,0
1337,0.28435132876732494,0
1338,0.2643574110343938,0
1339,0.3893246457659444,0
134,0.22435271401855864,0
1340,0.32910329037303,0
135,0.2701381723228215,0
136,0.34323438486627245,0
137,0.3175677397922723,0
138,0.31454387241809095,0
139,0.31321766895258274,0
14,0.40566184833606017,0
140,0.34230946719370137,0
141,0.2671271912531679,0
142,0.2899174723638742,0
143,0.3359429945533854,0
144,0.29799176937917293,0
145,0.3566583337755641,0
146,0.34895852840137265,0
147,0.3982907968488894,0
148,0.370004614987208,0
149,0.2683626238425265,0
15,0.3631611442595438,0
150,0.38813181217954507,0
151,0.35027072776800383,0
152,0.2148135096900018,0
153,0.3650846222572525,0
154,0.24158167195823269,0
155,0.44030040885315835,0
156,0.4182793485625573,0
157,0.3099129969471347,0
158,0.3972629535599605,0
159,0.5149972445188516,0
16,0.27483659785916226,0
160,0.34215034224769125,0
161,0.2516433609304433,0
162,0.2391552678646801,0
163,0.3290439758757942,0
164,0.2542740450814248,0
165,0.269098458702617,0
166,0.28540774997645124,0
167,0.23904405352970376,0
168,0.39342133534466833,0
169,0.267621820095207,0
17,0.2842860219120369,0
170,0.3711233153832576,0
171,0.3416565005633895,0
172,0.32352609571890417,0
173,0.31798937490353,0
174,0.3069286750853263,0
175,0.2629612634029754,0
176,0.2825421582246757,0
177,0.2844478292900091,0
178,0.3045826080247179,0
179,0.3177007222656018,0
18,0.23751009180992158,0
180,0.33371080474816417,0
181,0.3688791463973497,0
182,0.4263193154417599,0
183,0.3546875120205599,0
184,0.39881147655471855,0
185,0.3879385909537102,0
186,0.38043025623272625,0
187,0.2689477356343305,0
188,0.2830333676064532,0
189,0.28093822495321424,0
19,0.34418362875380604,0
190,0.4400430896177604,0
191,0.3321561624858521,0
192,0.2735174920279255,0
193,0.29285733506402645,0
194,0.42481227608806055,0
195,0.3433678241660862,0
196,0.41086780003944945,0
197,0.2717042702364282,0
198,0.24078457850688037,0
199,0.20264561352029975,0
2,0.28393051684178,0
20,0.2678887317556008,0
200,0.2155398224057363,0
201,0.3364588481360195,0
202,0.3160529328670733,0
203,0.32487679401865854,0
204,0.3075512422429932,0
205,0.44083467714983904,0
206,0.2924454310043619,0
207,0.43976402430655426,0
208,0.35309862399973446,0
209,0.373592494894709,0
21,0.28448822239219823,0
210,0.2896714725119353,0
211,0.2615025812900783,0
212,0.5916579776862922,0
213,0.42736893043383223,0
214,0.37789672939229907,0
215,0.29033518288716015,0
216,0.43542532575997706,0
217,0.3212123685072949,0
218,0.2726816113589264,0
219,0.363816845153823,0
22,0.25225502254119314,0
220,0.33229073482648686,0
221,0.29664734222949607,0
222,0.30978319979492436,0
223,0.45200929483354657,0
224,0.40635635930741243,0
225,0.3848368899946255,0
226,0.3065837557226882,0
227,0.3813350877083969,0
228,0.3194956440312402,0
229,0.4001221584158309,0
23,0.3235050985635919,0
230,0.28896734783108785,0
231,0.42824342557275485,0
232,0.24384579795411557,0
233,0.2803595410903775,0
234,0.28207115980361525,0
235,0.38801074246582995,0
236,0.2853968340698286,0
237,0.30701888803934607,0
238,0.2927272003120762,0
239,0.2641182606511972,0
24,0.27055075165363884,0
240,0.3484763541859769,0
241,0.29228938332162946,0
242,0.25956498483335233,0
243,0.3986334927698287,0
244,0.2726280467701313,0
245,0.4183547205422705,0
246,0.25372209350265446,0
247,0.3321410634601746,0
248,0.24447487615956326,0
249,0.25211758707324244,0
25,0.461122021996773,0
250,0.3731636986957913,0
251,0.30915008951761846,0
252,0.2776534422774887,0
253,0.261349234205196,0
254,0.2513045704942235,0
255,0.41794574903895454,0
256,0.3438904739438481,0
257,0.3303279393519701,0
258,0.2882491017655738,0
259,0.3034408602474885,0
26,0.2626571256232141,0
260,0.25852992071967307,0
261,0.41618622484915924,0
262,0.331314341988898,0
263,0.23504822910304188,0
264,0.2721577816452468,0
265,0.3962653734854594,0
266,0.277088347340564,0
267,0.3416242775790192,0
268,0.24206609677454907,0
269,0.33647618174002675,0
27,0.31380019150958477,0
270,0.43547111390874255,0
271,0.5048088018466397,0
272,0.32340889463109573,0
273,0.4334091049003828,0
274,0.2952369244259415,0
275,0.3307256548653136,0
276,0.2833073276554231,0
277,0.4019049949166476,0
278,0.2702801332786524,0
279,0.3050720527506651,0
28,0.3731393647778821,0
280,0.29504119510703725,0
281,0.27991282345382396,0
282,0.3350329641644446,0
283,0.278191119475697,0
284,0.3210380190550716,0
285,0.3728967855685246,0
286,0.31484263006589214,0
287,0.2941588343632175,0
288,0.5414197577918527,0
289,0.38688445503265984,0
29,0.41276047593428206,0
290,0.332310728360137,0
291,0.3197030402665951,0
292,0.3468811635723396,0
293,0.3518929549963374,0
294,0.2731969038856737,0
295,0.31922755666575675,0
296,0.25947591877963166,0
297,0.40318619086502716,0
298,0.43847365028755336,0
299,0.2619599632702551,0
3,0.3423009863663515,0
30,0.5532683872618253,0
300,0.4041216640526536,0
301,0.3129887363567615,0
302,0.36872002515920266,0
303,0.3431831776820169,0
304,0.2596698822448641,0
305,0.3297775905803516,0
306,0.2505163338029943,0
307,0.3091717225045201,0
308,0.44676636055936564,0
309,0.29838556139279165,0
31,0.1836485337040145,0
310,0.2400401453323199,0
311,0.3623293530548869,0
312,0.2818478241942639,0
313,0.35356411241307506,0
314,0.3172939906473191,0
315,0.33619343812957325,0
316,0.2742058618041445,0
317,0.4035068014920762,0
318,0.4088159935412905,0
319,0.2941836795942237,0
32,0.3775962450380528,0
320,0.29378426256408585,0
321,0.4263623721921853,0
322,0.2899614109778826,0
323,0.3672615111548888,0
324,0.2888667372749543,0
325,0.25580264525820395,0
326,0.25006760829304303,0
327,0.23311214581419612,0
328,0.22906088666927024,0
329,0.41263112832463067,0
33,0.4155956463037054,0
330,0.33716046943886285,0
331,0.31744704175933974,0
332,0.2708226070314613,0
333,0.30473572650827324,0
334,0.3635136650630453,0
335,0.3287007890549223,0
336,0.2605043082778713,0
337,0.25230147682514537,0
338,0.33079067894267095,0
339,0.2775890934088628,0
34,0.3556371400811456,0
340,0.3625012338740675,0
341,0.2897524068107136,0
342,0.3125991079545177,0
343,0.2667091810035749,0
344,0.49317993619406403,0
345,0.2853881925960974,0
346,0.2163125629575269,0
347,0.3304579897274806,0
348,0.3006262762040347,0
349,0.2822045395476244,0
35,0.24595940006507722,0
350,0.3063114191740729,0
351,0.5046642803430131,0
352,0.3212908847628203,0
353,0.28172259221662294,0
354,0.33708626587025864,0
355,0.4001731509096673,0
356,0.3112089405152383,0
357,0.31565614265030995,0
358,0.28243854164605275,0
359,0.32289973010610723,0
36,0.2609286979385383,0
360,0.41318735006866086,0
361,0.30751522398786696,0
362,0.2518551875502264,0
363,0.32938485961766284,0
364,0.3359774047272818,0
365,0.26057834067409347,0
366,0.4015595028938068,0
367,0.3873276156156494,0
368,0.26794231853389794,0
369,0.2997596346954234,0
37,0.24384794205019045,0
370,0.259836163160492,0
371,0.29657986765063554,0
372,0.22713584397626937,0
373,0.32565264482355644,0
374,0.4100481879353524,0
375,0.2637586218776305,0
376,0.31932246385711527,0
377,0.3362710460052892,0
378,0.31316992627057827,0
379,0.2559829288021063,0
38,0.26222366414504567,0
380,0.278770691155088,0
381,0.5669303835971656,0
382,0.42019878065813404,0
383,0.24918538932617143,0
384,0.3620427317050632,0
385,0.30397519560964015,0
386,0.3363437734908349,0
387,0.29558339085722174,0
388,0.3154590936968472,0
389,0.24869411645815107,0
39,0.4151475028907472,0
390,0.42143579190342056,0
391,0.2819855445655714,0
392,0.2993921382156673,0
393,0.3492118589550362,0
394,0.27062001261922936,0
395,0.3499912486771624,0
396,0.24926218862908497,0
397,0.3083242101083469,0
398,0.4491584637960905,0
399,0.28346162890493337,0
4,0.30131441159851663,0
40,0.25044077629385575,0
400,0.2893666759842493,0
401,0.395742993755249,0
402,0.366250339009625,0
403,0.35703047927435316,0
404,0.27208604357833777,0
405,0.36742803997910733,0
406,0.3263180088941963,0
407,0.2911082577987508,0
408,0.4605902287025963,0
409,0.2770314647237265,0
41,0.3332825346262424,0
410,0.39562166355526995,0
411,0.3635348794345613,0
412,0.25883380918043886,0
413,0.3663079439142203,0
414,0.2566821909550219,0
415,0.35212632453307896,0
416,0.26824993944501363,0
417,0.4136076122318936,0
418,0.396015970846662,0
419,0.4872655683656764,0
42,0.2725150601582507,0
420,0.38281729167502915,0
421,0.27254342722728125,0
422,0.2684779762913433,0
423,0.26082360698378065,0
424,0.254497301691884,0
425,0.36615759932832426,0
426,0.36621043885007193,0
427,0.42590807737000136,0
428,0.2745506474623832,0
429,0.26582761098081303,0
43,0.2744349535938176,0
430,0.43629987418043154,0
431,0.2658226679365178,0
432,0.2660634634816208,0
433,0.6679766218512556,0
434,0.28165196242696483,0
435,0.32402416111513194,0
436,0.2469400445500297,0
437,0.30698191120038215,0
438,0.32193689450403334,0
439,0.2882836253710241,0
44,0.3686740770174855,0
440,0.2501495098786139,0
441,0.24980112214083394,0
442,0.3699407055265783,0
443,0.23552393426204482,0
444,0.35371772729197914,0
445,0.396838759898303,0
446,0.26301184280782963,0
447,0.3560536982900622,0
448,0.348783292201446,0
449,0.2973220648468329,0
45,0.259717121332938,0
450,0.36540857578762026,0
451,0.30882099860596746,0
452,0.2765631562562546,0
453,0.2587798007597254,0
454,0.2632335350625795,0
455,0.30676346748906236,0
456,0.2574425355231268,0
457,0.2583249116190902,0
458,0.36019269502553425,0
459,0.36556307976638475,0
46,0.3016642114338084,0
460,0.30722468854223184,0
461,0.3035904371620261,0
462,0.4446129184487972,0
463,0.28153962034771035,0
464,0.2749608980315584,0
465,0.2812938412954975,0
466,0.7028684618273864,0
467,0.2906368025258623,0
468,0.35047094890330616,0
469,0.3292914923551496,0
47,0.36329946489006915,0
470,0.3025325905618385,0
471,0.304849621673294,0
472,0.2937594170802767,0
473,0.4960503101664297,0
474,0.2849659328919321,0
475,0.3957677632313166,0
476,0.2682167500317679,0
477,0.26498000487622153,0
478,0.2725286319302471,0
479,0.35048698275835316,0
48,0.3571449185867868,0
480,0.3260974491891133,0
481,0.3773123137628749,0
482,0.3854945578674853,0
483,0.38440665175276834,0
484,0.3705696533535249,0
485,0.3324779842999447,0
486,0.48039253674212334,0
487,0.3214389983647714,0
488,0.23941593226658717,0
489,0.510252403204394,0
49,0.25264227472798434,0
490,0.39768897984071855,0
491,0.25026715771913793,0
492,0.2517947715152089,0
493,0.3728328943125287,0
494,0.33298608730084517,0
495,0.2768908251375982,0
496,0.21293919353971513,0
497,0.47402533825811427,0
498,0.28987861654131203,0
499,0.45187181672749627,0
5,0.32613937132023435,0
50,0.3676623852706264,0
500,0.26893675037217873,0
501,0.3172521961032208,0
502,0.3415177671638375,0
503,0.3873157255819579,0
504,0.2707548141944413,0
505,0.27711469462435845,0
506,0.24434564459078945,0
507,0.23369043392239086,0
508,0.31792435226931764,0
509,0.36963839750569677,0
51,0.30914328594227275,0
510,0.2611798794237598,0
511,0.276011307180949,0
512,0.3673503244357407,0
513,0.27315431075085145,0
514,0.42097031302749993,0
515,0.35302179358879904,0
516,0.5194398662151992,0
517,0.29332801111778994,0
518,0.26878208355476557,0
519,0.3376208897048382,0
52,0.34191357207662804,0
520,0.2639151484882974,0
521,0.25376309627980015,0
522,0.3632609711284271,0
523,0.278386849098472,0
524,0.3338942009874863,0
525,0.25626879088772414,0
526,0.33657524347802603,0
527,0.34995434826135213,0
528,0.31881779906601654,0
529,0.24382936683344852,0
53,0.28824340563548184,0
530,0.3132690523984429,0
531,0.4011435005792651,0
532,0.28723737417562833,0
533,0.34509896242198906,0
534,0.3726273526824702,0
535,0.32430410420935935,0
536,0.3961810717728623,0
537,0.2632087855265688,0
538,0.2370607682431787,0
539,0.28132525401372604,0
54,0.25724171225706904,0
540,0.3453847989136441,0
541,0.30877381257142017,0
542,0.3232080738086978,0
543,0.27341431363438334,0
544,0.25545319966803015,0
545,0.3553937121241445,0
546,0.325168428592894,0
547,0.28296260424637165,0
548,0.24002059085904776,0
549,0.39485836487841686,0
55,0.2599205387307418,0
550,0.29147995976172425,0
551,0.3207900290526105,0
552,0.2855824416421892,0
553,0.31454871895139436,0
554,0.3504958167038071,0
555,0.36621562000096775,0
556,0.3400682932394034,0
557,0.25414931161057003,0
558,0.27109022627670826,0
559,0.2597003195663667,0
56,0.2684576831103712,0
560,0.21001331160003947,0
561,0.2560898313411356,0
562,0.24480395664474736,0
563,0.3136475188349069,0
564,0.30014202653018385,0
565,0.26113286997883317,0
566,0.25804766781257926,0
567,0.2832889750263071,0
568,0.21852913448727812,0
569,0.3150651690914417,0
57,0.4234316411347102,0
570,0.3064462514452859,0
571,0.30684817392594665,0
572,0.27788441138825,0
573,0.22621154345027084,0
574,0.30906849431158356,0
575,0.36796439147736903,0
576,0.28031369812110796,0
577,0.2596827375601876,0
578,0.46469240539036155,0
579,0.2760880025437206,0
58,0.3505065237145784,0
580,0.3759442292973329,0
581,0.26561690008646616,0
582,0.223763126090358,0
583,0.2254873826102825,0
584,0.274982132166961,0
585,0.34415286210800505,0
586,0.39878444808122104,0
587,0.2768123005838908,0
588,0.25804131682704295,0
589,0.33352519282776644,0
59,0.3680325669802134,0
590,0.25046658869034244,0
591,0.34274506754953765,0
592,0.2939132541452257,0
593,0.38538036219039684,0
594,0.3137586338619821,0
595,0.33044804734315636,0
596,0.6946504884962657,0
597,0.2451438104867527,0
598,0.32173745953099026,0
599,0.3273008161099242,0
6,0.22764065253317578,0
60,0.22506706042438523,0
600,0.360374535056472,0
601,0.379524550943016,0
602,0.39734843877784526,0
603,0.23443660124757545,0
604,0.27186119949236387,0
605,0.36937589973555185,0
606,0.44374646651896554,0
607,0.3711136518560444,0
608,0.2558593095723863,0
609,0.3026110419692726,0
61,0.34479557306504144,0
610,0.2367266067566258,0
611,0.3613511152371232,0
612,0.2998936472603696,0
613,0.33204268495579486,0
614,0.30296199439500837,0
615,0.2409658147091367,0
616,0.2438002194489218,0
617,0.4008533943986094,0
618,0.21637544072401918,0
619,0.2586532029949619,0
62,0.6548221444235253,0
620,0.2665639917431607,0
621,0.26998014358683675,0
622,0.30049107220020804,0
623,0.45467633132714924,0
624,0.3994196205901146,0
625,0.3037677217088524,0
626,0.36415476106573524,0
627,0.4872811197658028,0
628,0.2894075928347452,0
629,0.3468922874490642,0
63,0.32236839672969414,0
630,0.2638451616588841,0
631,0.27523352645018695,0
632,0.28584911967608123,0
633,0.26596652485380273,0
634,0.26084549671237517,0
635,0.3434909568936947,0
636,0.43227878021065036,0
637,0.3659120137953506,0
638,0.3492527135232076,0
639,0.6164343977251476,0
64,0.1778746630092188,0
640,0.24377130455983326,0
641,0.6036953405658859,0
642,0.2994089605272685,0
643,0.5296039618491546,0
644,0.3197804791496981,0
645,0.5309147700576586,0
646,0.36432285300560563,0
647,0.385110630906982,0
648,0.3098150584791777,0
649,0.28808776011250997,0
65,0.2845718791436398,0
650,0.28264112610222336,0
651,0.26209863445411585,0
652,0.25793232003332855,0
653,0.33072003786920356,0
654,0.27724853498056745,0
655,0.28486028009182196,0
656,0.27104556317382433,0
657,0.3150988001920544,0
658,0.21517651467830923,0
659,0.34917490708578514,0
66,0.27752168038766745,0
660,0.3380113620593527,0
661,0.28654398001993775,0
662,0.2906862241813712,0
663,0.29177200912198187,0
664,0.237057790048513,0
665,0.33393372450732367,0
666,0.2709654967634146,0
667,0.3585513589079038,0
668,0.41853561514635873,0
669,0.4030725449107227,0
67,0.3343979061158576,0
670,0.3235515215407173,0
671,0.3605814044844073,0
672,0.2604129009410032,0
673,0.5134007528172826,0
674,0.33900480500561064,0
675,0.2852638719826257,0
676,0.34777729805034246,0
677,0.2444360358570128,0
678,0.24338532088968448,0
679,0.4102315946637284,0
68,0.3696634102259735,0
680,0.27301991241991386,0
681,0.3122560364997309,0
682,0.29846378739112106,0
683,0.31799431441579606,0
684,0.29111879126200363,0
685,0.3645682564587042,0
686,0.2734556109757025,0
687,0.2607332562761574,0
688,0.3293698181815133,0
689,0.37702549026736526,0
69,0.4678085847758737,0
690,0.39367091669077364,0
691,0.4107652367047748,0
692,0.2734313390952151,0
693,0.30425813421356995,0
694,0.27739893920035696,0
695,0.23231759098497012,0
696,0.30533066568447514,0
697,0.3188159935831872,0
698,0.2956057953543484,0
699,0.30605498203159315,0
7,0.2549922067568107,0
70,0.22762963301630842,0
700,0.2937986786081149,0
701,0.27570108533062976,0
702,0.3926283631880644,0
703,0.2673421412622463,0
704,0.45642423027633877,0
705,0.3144510864997011,0
706,0.46318864801087856,0
707,0.4334860223896596,0
708,0.3270293188272927,0
709,0.2765709764509287,0
71,0.32250239222475546,0
710,0.3733486552468991,0
711,0.274499345785661,0
712,0.3207063129658425,0
713,0.3291159143105679,0
714,0.24646107104282325,0
715,0.3290608560564684,0
716,0.26459290302708505,0
717,0.533238036988241,0
718,0.42814424526372685,0
719,0.2519905230714926,0
72,0.2845994087360139,0
720,0.27924075473788806,0
721,0.402177069729172,0
722,0.36890084511301446,0
723,0.3825668335677596,0
724,0.4900746790845864,0
725,0.26620571517958824,0
726,0.30782483641011504,0
727,0.39798579265153305,0
728,0.30759149372589667,0
729,0.3534970045446598,0
73,0.2573763437563929,0
730,0.3959154838536707,0
731,0.2403202913124718,0
732,0.40904183452166626,0
733,0.5136919815068989,0
734,0.2603324354948329,0
735,0.3711521737123441,0
736,0.2764158560268809,0
737,0.2740280975417968,0
738,0.37585849628473217,0
